YearMade;WallType;RoofType;NumOfBedrooms;StovenFuelType;HeatingEquipmentType;HeatingEquipmentAge;NumOfRoomsHeated;FuelUsedForWaterHeating;WaterHeaterSize;AirConditioning;NumOfRoomsCooled;NumOfWindows;TotalSquareHeated;TotalSquareCooled;ElectricityConsumption
2000;Brick;;1;Natural Gas;Steam or Hot Water System;5-9 Years old;2;Natural Gas;Large;ИСТИНА;-1;20;850;850;3021
1955;Stucco;Composition Shingles;1;Electricity;Built-In Electric Units;>20 Years old;4;Electricity;Large;ИСТИНА;-1;10;617;154;11014
2001;Concrete;Ceramic or Clay Tiles;4;Electricity;Central Warm-Air Furnace;<2 Years old;8;Electricity;Medium;ИСТИНА;8;42;2669;2669;36433
1976;Brick;Composition Shingles;3;-;Central Warm-Air Furnace;2-4 Years old;7;Natural Gas;Large;ИСТИНА;7;50;1589;1589;16980
1985;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;5;30;1212;1212;4278
1964;Siding;Metal;3;Electricity;Built-In Room Heater;>20 Years old;5;Electricity;Medium;ИСТИНА;-1;41;1218;544;15855
1930;Composition;Asphalt;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Medium;ЛОЖЬ;-1;41;1008;0;2301
1976;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;2-4 Years old;8;Natural Gas;Medium;ИСТИНА;8;42;2387;2387;3070
1999;Siding;Composition Shingles;4;-;Central Warm-Air Furnace;10-14 Years old;10;Electricity;Large;ИСТИНА;10;60;4056;3351;7242
2007;Stucco;Ceramic or Clay Tiles;5;-;Central Warm-Air Furnace;5-9 Years old;10;Natural Gas;Large;ИСТИНА;10;60;2992;2992;9994
1955;Brick;Composition Shingles;4;Electricity;Heat Pump;5-9 Years old;8;Electricity;Large;ИСТИНА;8;42;3506;3506;21335
2004;Siding;Asphalt;4;Propane/LPG;Heating Stove;5-9 Years old;7;Electricity;Medium;ИСТИНА;7;60;2400;2400;17925
1975;Wood;Asphalt;4;Electricity;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Medium;ИСТИНА;-1;41;1967;169;4634
1978;Brick;;2;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Electricity;Medium;ИСТИНА;4;20;854;854;5196
1940;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;>20 Years old;10;Natural Gas;Medium;ИСТИНА;10;41;2113;2113;12674
1979;Stucco;Asphalt;4;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;5;30;2349;2349;7525
1937;Siding;Slate;3;Electricity;Central Warm-Air Furnace;5-9 Years old;8;Electricity;Large;ИСТИНА;8;42;2150;2150;19823
1960;Brick;;2;Electricity;Steam or Hot Water System;15-19 Years old;4;Electricity;Large;ИСТИНА;-1;20;976;488;4530
1964;Stucco;Composition Shingles;5;-;Central Warm-Air Furnace;10-14 Years old;8;Natural Gas;Medium;ИСТИНА;5;41;2791;2442;14616
1960;Brick;;1;Electricity;Steam or Hot Water System;5-9 Years old;3;Natural Gas;Medium;ИСТИНА;-1;10;493;164;2651
2004;Brick;;3;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Large;ИСТИНА;5;20;1169;1169;18089
1942;Brick;Wood Shingles;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;4;Electricity;Medium;ИСТИНА;4;30;1224;1224;15684
1976;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;<2 Years old;6;Natural Gas;Medium;ИСТИНА;6;20;1472;1472;8104
1975;Siding;Metal;1;Propane/LPG;;Not Applicable;-2;Electricity;Small;ЛОЖЬ;-1;20;0;0;3955
2008;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;<2 Years old;4;Electricity;Medium;ИСТИНА;4;30;870;870;15387
1930;Wood;Wood Shingles;2;Electricity;Built-In Room Heater;5-9 Years old;5;Electricity;Small;ЛОЖЬ;-1;30;1069;0;5795
1986;Stucco;Wood Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Natural Gas;Medium;ИСТИНА;5;30;1132;1132;8106
1991;Stucco;Asphalt;4;Natural Gas;Central Warm-Air Furnace;15-19 Years old;4;Natural Gas;Medium;ЛОЖЬ;-1;41;1229;0;3244
1950;Brick;;2;Natural Gas;Steam or Hot Water System;2-4 Years old;4;Propane/LPG;Large;ЛОЖЬ;-1;41;1022;0;6997
1970;Siding;;1;Electricity;Central Warm-Air Furnace;15-19 Years old;4;Natural Gas;Large;ИСТИНА;4;20;922;922;7461
2003;Siding;Wood Shingles;3;Propane/LPG;Other Equipment;5-9 Years old;2;Electricity;Small;ИСТИНА;2;41;529;529;6451
1990;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Small;ИСТИНА;5;41;1307;1307;5826
1968;Stucco;;1;Natural Gas;Steam or Hot Water System;>20 Years old;3;Natural Gas;Large;ЛОЖЬ;-1;41;472;0;2099
1955;Siding;Composition Shingles;4;Electricity;Heating Stove;2-4 Years old;6;Fuel Oil;Medium;ИСТИНА;-1;41;1713;857;7027
1988;Siding;Composition Shingles;3;Electricity;Heat Pump;>20 Years old;6;Electricity;Medium;ИСТИНА;6;30;1605;1605;10985
1970;Wood;Composition Shingles;2;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Electricity;Large;ИСТИНА;4;41;1247;1247;11033
1975;Stucco;Composition Shingles;2;Natural Gas;Floor or Wall Pipeless Furnace;>20 Years old;4;Natural Gas;Medium;ЛОЖЬ;-1;30;464;0;2962
1941;Siding;Asphalt;4;Electricity;Central Warm-Air Furnace;10-14 Years old;8;Natural Gas;Large;ИСТИНА;-1;50;2984;1119;10833
1950;Siding;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;2-4 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;1255;1255;7896
1961;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Medium;ИСТИНА;5;41;1190;1190;9713
1997;Siding;Asphalt;3;Natural Gas;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;30;1216;1216;11986
1984;Stucco;Composition Shingles;2;Natural Gas;;>20 Years old;-2;Natural Gas;Medium;ЛОЖЬ;-1;41;0;0;4991
2006;Stucco;Asphalt;3;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Electricity;Medium;ИСТИНА;5;20;1664;1664;14017
1976;Stucco;;2;Electricity;Built-In Electric Units;<2 Years old;3;Propane/LPG;Large;ИСТИНА;-1;20;858;286;6563
2001;Siding;Composition Shingles;3;Electricity;Heat Pump;5-9 Years old;7;Electricity;Medium;ИСТИНА;7;41;2122;2122;21321
1970;Brick;Composition Shingles;4;-;Central Warm-Air Furnace;2-4 Years old;8;Natural Gas;Small;ИСТИНА;8;41;1738;1738;13656
2002;Wood;;1;Electricity;Central Warm-Air Furnace;5-9 Years old;3;Electricity;None;ИСТИНА;3;10;576;576;3910
1920;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;<2 Years old;5;Electricity;Medium;ИСТИНА;5;41;1650;1650;7323
1967;Wood;Composition Shingles;3;-;Built-In Electric Units;>20 Years old;7;Electricity;Medium;ЛОЖЬ;-1;42;1674;0;30061
1940;Siding;Asphalt;4;Electricity;Central Warm-Air Furnace;<2 Years old;8;Electricity;Medium;ИСТИНА;7;41;1810;1584;18869
1955;Siding;Composition Shingles;3;Electricity;Heat Pump;<2 Years old;5;Electricity;Small;ИСТИНА;5;41;988;988;13160
1985;Stucco;Wood Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Natural Gas;Medium;ИСТИНА;5;30;1224;1224;11295
1960;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;2-4 Years old;6;Natural Gas;Medium;ИСТИНА;6;30;1200;1200;10167
1931;Wood;Composition Shingles;2;Electricity;Steam or Hot Water System;2-4 Years old;6;Fuel Oil;Medium;ИСТИНА;-1;42;1682;561;5268
1965;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;7;Natural Gas;Medium;ЛОЖЬ;-1;41;1008;0;7381
2002;Stucco;Concrete Tiles;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;3;Natural Gas;Large;ИСТИНА;3;30;1448;1448;8736
1990;Siding;;1;Electricity;Built-In Electric Units;15-19 Years old;2;Electricity;Medium;ЛОЖЬ;-1;10;284;0;9545
1920;Wood;Composition Shingles;3;Natural Gas;Steam or Hot Water System;2-4 Years old;5;Natural Gas;Large;ИСТИНА;-1;41;744;595;7341
1920;Wood;Asphalt;5;Electricity;Central Warm-Air Furnace;>20 Years old;6;Electricity;Large;ИСТИНА;7;50;1091;1273;13582
1989;Stucco;Ceramic or Clay Tiles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;2;Natural Gas;Medium;ЛОЖЬ;-1;41;617;0;2875
1940;Wood;Composition Shingles;3;Natural Gas;Heating Stove;15-19 Years old;5;Natural Gas;Medium;ЛОЖЬ;-1;30;953;0;4923
1957;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;<2 Years old;7;Electricity;Large;ИСТИНА;7;50;1683;1683;13789
1974;Brick;Composition Shingles;4;Electricity;Heat Pump;5-9 Years old;9;Electricity;Medium;ИСТИНА;9;42;2754;2754;18317
2004;Siding;Asphalt;4;Electricity;Central Warm-Air Furnace;5-9 Years old;9;Natural Gas;Small;ИСТИНА;9;50;2540;2540;15863
2007;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Electricity;Large;ИСТИНА;5;41;992;992;4573
1920;Wood;Metal;2;Electricity;Central Warm-Air Furnace;5-9 Years old;7;Electricity;Medium;ИСТИНА;7;42;2750;2750;14117
1965;Wood;Composition Shingles;4;Electricity;;15-19 Years old;-2;Natural Gas;Large;ИСТИНА;11;41;0;1460;19352
1980;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;7;Natural Gas;Small;ЛОЖЬ;-1;41;1344;0;3566
1930;Wood;;1;Natural Gas;Steam or Hot Water System;>20 Years old;3;Natural Gas;Medium;ИСТИНА;-1;30;643;214;3339
1998;Brick;Wood Shingles;4;Natural Gas;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Medium;ЛОЖЬ;-1;41;1392;0;12493
1971;Siding;Metal;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;41;1152;1152;16246
1941;Brick;Asphalt;2;Natural Gas;Heat Pump;5-9 Years old;7;Natural Gas;Medium;ИСТИНА;7;50;1458;1458;3750
1970;Stucco;;2;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Large;ИСТИНА;5;41;1365;1365;8426
1968;Siding;;1;Natural Gas;Central Warm-Air Furnace;<2 Years old;3;Natural Gas;Large;ЛОЖЬ;-1;20;559;0;2419
1939;Wood;Composition Shingles;2;Electricity;Built-In Electric Units;>20 Years old;6;Electricity;Medium;ИСТИНА;-1;30;720;120;17948
1920;Siding;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Large;ИСТИНА;-1;41;1346;449;1974
1979;Wood;Wood Shingles;3;Electricity;Heat Pump;2-4 Years old;6;Electricity;Medium;ИСТИНА;6;50;1260;1260;18893
2003;Stucco;Concrete Tiles;3;-;Heat Pump;5-9 Years old;6;Electricity;Medium;ИСТИНА;6;50;4255;4255;17907
1997;Brick;;2;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Medium;ИСТИНА;5;42;1017;1017;3306
1965;Brick;;1;Electricity;Central Warm-Air Furnace;>20 Years old;3;Electricity;Medium;ИСТИНА;3;20;649;649;11087
1995;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Large;ИСТИНА;6;41;4373;4373;10477
1920;Brick;;-2;Electricity;Central Warm-Air Furnace;5-9 Years old;1;Natural Gas;Medium;ИСТИНА;1;10;466;466;3882
1965;Brick;Asphalt;3;Natural Gas;Built-In Room Heater;10-14 Years old;6;Natural Gas;Large;ИСТИНА;6;50;1290;1290;11476
2005;Concrete;Asphalt;4;Electricity;Heat Pump;5-9 Years old;8;Electricity;Medium;ИСТИНА;8;41;3450;3450;22076
1963;Siding;Composition Shingles;4;-;Central Warm-Air Furnace;5-9 Years old;8;Natural Gas;Medium;ИСТИНА;8;50;3761;3400;6959
2001;Siding;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;5-9 Years old;9;Natural Gas;Large;ИСТИНА;9;50;3046;3046;12853
2005;Brick;;1;Electricity;Central Warm-Air Furnace;5-9 Years old;3;Electricity;Medium;ИСТИНА;3;20;870;870;11086
1921;Stucco;Composition Shingles;4;-;Steam or Hot Water System;15-19 Years old;8;Natural Gas;Medium;ЛОЖЬ;-1;60;2262;0;9123
1978;Brick;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Medium;ИСТИНА;7;50;4171;4171;22660
1967;Siding;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;5-9 Years old;8;Natural Gas;Medium;ИСТИНА;8;30;2374;2374;13663
1997;Stucco;;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;1;Natural Gas;Small;ИСТИНА;4;20;229;915;6621
1984;Wood;Composition Shingles;4;Electricity;Built-In Electric Units;5-9 Years old;6;Electricity;Large;ЛОЖЬ;-1;41;1256;0;24513
1989;Siding;Composition Shingles;3;Electricity;Heat Pump;10-14 Years old;5;Electricity;Large;ИСТИНА;5;30;3360;3360;21234
1989;Wood;;2;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Natural Gas;Small;ИСТИНА;5;20;722;722;3354
1984;Brick;Asphalt;3;Propane/LPG;Built-In Electric Units;2-4 Years old;4;Propane/LPG;None;ИСТИНА;5;30;1042;1302;12722
1968;Wood;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Large;ИСТИНА;6;50;1469;1469;5133
2005;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;8;Natural Gas;Large;ИСТИНА;8;50;4388;4388;17880
1920;Composition;Composition Shingles;4;Electricity;Central Warm-Air Furnace;>20 Years old;6;Fuel Oil;None;ИСТИНА;-1;50;1836;306;5883
1990;Brick;;1;Natural Gas;Central Warm-Air Furnace;15-19 Years old;3;Natural Gas;Medium;ИСТИНА;3;20;787;787;4268
1946;Wood;Asphalt;4;Electricity;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Large;ИСТИНА;6;50;1470;1470;12995
1932;Siding;Wood Shingles;4;Natural Gas;Central Warm-Air Furnace;2-4 Years old;8;Natural Gas;None;ИСТИНА;8;30;1046;1046;10311
1940;Siding;Asphalt;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Large;ЛОЖЬ;-1;41;881;0;2531
1982;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;8;Natural Gas;Medium;ИСТИНА;8;30;3020;3020;9093
1920;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;15-19 Years old;5;Electricity;Medium;ИСТИНА;-1;41;800;160;9283
2009;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;<2 Years old;5;Electricity;Small;ИСТИНА;5;42;1750;1750;20843
1980;Wood;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Large;ИСТИНА;5;20;1783;1783;13645
1950;Siding;Asphalt;3;Propane/LPG;Central Warm-Air Furnace;2-4 Years old;7;Propane/LPG;Small;ЛОЖЬ;-1;50;2552;0;9165
1965;Stucco;Composition Shingles;3;Natural Gas;;>20 Years old;-2;Natural Gas;Medium;ЛОЖЬ;-1;30;0;0;6354
1979;Wood;Asphalt;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;2496;2496;7823
1972;Brick;;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Large;ИСТИНА;4;30;1069;1069;4529
1928;Siding;;2;Electricity;Built-In Electric Units;>20 Years old;1;Electricity;Small;ЛОЖЬ;-1;20;289;0;4171
1959;Siding;Composition Shingles;3;-;Central Warm-Air Furnace;2-4 Years old;6;Electricity;Large;ЛОЖЬ;-1;0;2240;0;8279
1952;Composition;Asphalt;3;Electricity;Steam or Hot Water System;5-9 Years old;5;Fuel Oil;Small;ИСТИНА;-1;41;1104;442;10719
1982;Wood;Asphalt;4;Electricity;Built-In Electric Units;10-14 Years old;8;Electricity;Medium;ИСТИНА;-1;41;2688;504;23001
1975;Concrete;;1;Electricity;Built-In Electric Units;>20 Years old;3;Natural Gas;Medium;ИСТИНА;3;10;600;600;7008
1950;Brick;Concrete Tiles;2;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Electricity;Large;ИСТИНА;4;10;1248;1248;15445
1976;Brick;;2;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Large;ИСТИНА;-1;30;1244;249;6202
2005;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;6;Electricity;Medium;ИСТИНА;6;30;1296;1296;9129
1960;Brick;;2;Natural Gas;Central Warm-Air Furnace;>20 Years old;3;Natural Gas;Large;ИСТИНА;3;30;684;684;8397
1976;Siding;Composition Shingles;3;-;Central Warm-Air Furnace;2-4 Years old;7;Electricity;Large;ЛОЖЬ;-1;42;2112;0;29569
2002;Siding;Wood Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Large;ИСТИНА;6;30;2636;2636;8890
1994;Stucco;Asphalt;3;Propane/LPG;Central Warm-Air Furnace;15-19 Years old;5;Propane/LPG;Medium;ЛОЖЬ;-1;60;1298;0;7637
1999;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;15-19 Years old;6;Electricity;Small;ИСТИНА;6;20;1422;1422;14625
1978;Siding;Asphalt;2;-;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Small;ИСТИНА;5;41;1037;1037;6198
1972;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Medium;ИСТИНА;6;30;1576;1576;10558
1988;Siding;Asphalt;4;Electricity;Steam or Hot Water System;>20 Years old;9;Fuel Oil;Large;ИСТИНА;-1;50;2943;654;12792
1964;Siding;Composition Shingles;3;Natural Gas;Steam or Hot Water System;>20 Years old;6;Natural Gas;Large;ИСТИНА;4;41;2538;1692;4426
1980;Siding;;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Medium;ИСТИНА;6;30;1616;1616;13086
1956;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;830;830;11297
1984;Siding;Metal;2;Electricity;Portable Electric Heaters;5-9 Years old;2;Electricity;Medium;ИСТИНА;4;30;428;855;11233
1920;Brick;Composition Shingles;5;Propane/LPG;Fireplace;5-9 Years old;5;Electricity;Medium;ИСТИНА;-1;42;1889;1133;14759
1993;Wood;Composition Shingles;4;Electricity;Central Warm-Air Furnace;2-4 Years old;11;Natural Gas;Large;ИСТИНА;11;42;3859;3859;17984
2005;Wood;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Medium;ИСТИНА;4;41;850;850;9054
1975;Wood;;2;Natural Gas;Central Warm-Air Furnace;2-4 Years old;4;Natural Gas;Medium;ИСТИНА;4;20;788;788;8305
1990;Siding;Asphalt;2;Electricity;Steam or Hot Water System;2-4 Years old;3;Electricity;Medium;ИСТИНА;-1;41;938;313;4542
1993;Siding;Composition Shingles;5;Natural Gas;Central Warm-Air Furnace;15-19 Years old;8;Natural Gas;Medium;ИСТИНА;7;42;2720;2380;19038
1974;Wood;Asphalt;3;-;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Large;ИСТИНА;6;50;5600;5600;20316
1969;Concrete;;1;Electricity;;Not Applicable;-2;Electricity;Large;ЛОЖЬ;-1;30;0;0;1081
1982;Brick;Wood Shingles;4;-;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Medium;ИСТИНА;5;20;3904;3904;20896
1986;Stucco;;1;Electricity;Central Warm-Air Furnace;5-9 Years old;3;Electricity;None;ИСТИНА;3;20;797;797;5620
1980;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;15-19 Years old;6;Electricity;Medium;ИСТИНА;6;41;1600;1600;17383
1950;Siding;Metal;2;Electricity;Heat Pump;2-4 Years old;5;Electricity;Small;ИСТИНА;5;30;2386;2386;24212
1954;Stucco;Wood Shingles;3;Natural Gas;Heat Pump;>20 Years old;6;Natural Gas;Large;ИСТИНА;5;30;1328;1328;11230
2004;Siding;Composition Shingles;5;Electricity;Central Warm-Air Furnace;5-9 Years old;9;Natural Gas;Medium;ИСТИНА;9;50;2640;2640;22587
1997;Siding;Composition Shingles;3;Electricity;Heat Pump;10-14 Years old;4;Electricity;Large;ИСТИНА;4;41;2819;1717;23275
1930;Wood;Asphalt;2;Electricity;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Medium;ИСТИНА;-1;41;2365;465;7175
1960;Wood;Wood Shingles;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;8;Natural Gas;Large;ИСТИНА;8;41;2704;2704;10488
1965;Siding;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;4;41;1106;858;5957
1964;Brick;Asphalt;3;Electricity;Central Warm-Air Furnace;>20 Years old;7;Natural Gas;Large;ИСТИНА;7;41;2160;2160;9429
1982;Concrete;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Small;ИСТИНА;-1;20;884;530;4843
1945;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Small;ЛОЖЬ;-1;41;884;0;7706
1985;Brick;Composition Shingles;3;Electricity;Heat Pump;>20 Years old;5;Electricity;Small;ИСТИНА;5;41;672;672;11137
1986;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;30;2150;2150;13873
1921;Siding;Asphalt;2;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Medium;ИСТИНА;5;30;1298;1298;8187
1940;Composition;Asphalt;3;Electricity;Central Warm-Air Furnace;>20 Years old;3;Electricity;Medium;ИСТИНА;3;41;1043;735;15578
1970;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Large;ИСТИНА;6;41;2061;2061;16172
1980;Brick;;3;Electricity;Central Warm-Air Furnace;>20 Years old;5;Electricity;Medium;ИСТИНА;5;20;1055;1055;11254
1992;Stucco;Composition Shingles;1;Electricity;Central Warm-Air Furnace;15-19 Years old;4;Electricity;Small;ИСТИНА;4;20;854;854;5598
1994;Brick;Composition Shingles;5;-;Central Warm-Air Furnace;<2 Years old;10;Electricity;Large;ИСТИНА;10;60;3447;3447;48926
1997;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;15-19 Years old;6;Natural Gas;None;ИСТИНА;6;41;2148;2148;9398
1920;Siding;Asphalt;4;Electricity;Heating Stove;2-4 Years old;7;Electricity;Medium;ИСТИНА;-1;42;1944;555;41373
1984;Siding;Metal;2;Electricity;Heating Stove;10-14 Years old;4;Electricity;Medium;ЛОЖЬ;-1;30;1824;0;5982
1978;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;>20 Years old;6;Electricity;Medium;ИСТИНА;6;42;4349;3341;24285
1950;Stucco;Composition Shingles;3;-;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Large;ЛОЖЬ;-1;41;1862;0;4852
1977;Siding;;2;-;;>20 Years old;-2;Natural Gas;Large;ИСТИНА;-1;20;0;231;2413
1946;Stucco;Composition Shingles;4;-;Central Warm-Air Furnace;>20 Years old;8;Natural Gas;Large;ИСТИНА;8;50;2750;2750;15552
1929;Stucco;Composition Shingles;2;Natural Gas;Portable Electric Heaters;5-9 Years old;1;Natural Gas;Medium;ЛОЖЬ;-1;30;184;0;1308
1938;Stucco;Composition Shingles;3;Natural Gas;;>20 Years old;-2;Natural Gas;Small;ЛОЖЬ;-1;50;0;0;1119
1989;Wood;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;5-9 Years old;4;Electricity;None;ЛОЖЬ;-1;50;1494;0;4992
1945;Stucco;Asphalt;2;Natural Gas;Floor or Wall Pipeless Furnace;10-14 Years old;4;Natural Gas;Large;ИСТИНА;-1;41;1116;279;4801
1980;Concrete;;1;Electricity;Built-In Electric Units;10-14 Years old;3;Natural Gas;Large;ИСТИНА;3;10;624;624;4840
1980;Wood;Wood Shingles;3;Electricity;Heat Pump;<2 Years old;6;Electricity;Medium;ИСТИНА;6;50;1600;1600;14706
1950;Siding;Asphalt;3;Natural Gas;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;2304;2054;5321
2005;Stucco;Composition Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;7;Electricity;Large;ИСТИНА;7;41;2840;2840;13031
1972;Brick;;4;Natural Gas;Steam or Hot Water System;5-9 Years old;6;Natural Gas;Large;ЛОЖЬ;-1;30;1424;0;5236
1987;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;>20 Years old;8;Natural Gas;Medium;ИСТИНА;-1;41;3036;196;9649
1959;Brick;Composition Shingles;5;Electricity;Central Warm-Air Furnace;>20 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;960;960;17102
1986;Brick;Ceramic or Clay Tiles;3;Electricity;Central Warm-Air Furnace;>20 Years old;5;Electricity;Medium;ИСТИНА;5;30;1232;1232;24387
1970;Stucco;Wood Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Electricity;Medium;ЛОЖЬ;-1;30;1532;0;16249
1996;Siding;Composition Shingles;3;-;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;2209;2209;14996
2003;Stucco;Concrete Tiles;3;-;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Large;ИСТИНА;5;30;2617;2617;11599
1990;Stucco;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;15-19 Years old;1;Natural Gas;Large;ЛОЖЬ;-1;41;333;0;2900
1975;Siding;;2;Electricity;Central Warm-Air Furnace;>20 Years old;3;Natural Gas;Medium;ИСТИНА;-1;30;762;508;6883
1950;Brick;Other;3;Natural Gas;Steam or Hot Water System;>20 Years old;6;Fuel Oil;Small;ИСТИНА;-1;41;1484;408;9560
1969;Brick;Composition Shingles;3;-;Central Warm-Air Furnace;10-14 Years old;8;Natural Gas;Large;ИСТИНА;8;42;1560;1560;20500
1980;Siding;;1;Electricity;Built-In Electric Units;>20 Years old;3;Natural Gas;Medium;ЛОЖЬ;-1;20;544;0;2869
2007;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;6;Electricity;Small;ИСТИНА;6;50;1558;1558;14019
1992;Brick;Composition Shingles;3;-;Central Warm-Air Furnace;15-19 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;1780;1780;13531
1985;Stucco;Ceramic or Clay Tiles;5;Electricity;Central Warm-Air Furnace;10-14 Years old;8;Electricity;Large;ИСТИНА;8;50;5785;6185;55857
1986;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;2-4 Years old;9;Natural Gas;Large;ИСТИНА;9;50;3740;3740;7037
